sentence,label
's a very valuable film ... ,1
"it 's a beautiful film , full of elaborate and twisted characters ",1
denouement ,0
"even if you 've never heard of chaplin , you 'll still be glued to the screen . ",1
defend himself ,1
to be something of a sitcom apparatus ,0
"like a grinning jack o ' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded . ",0
's hard to understand why anyone in his right mind would even think to make the attraction a movie ,0
"set out to lampoon , anyway ",1
by the time the credits roll across the pat ending ,0
torture and self-mutilation ,0
if you can swallow its absurdities and crudities ,0
it chiefly inspires you to drive a little faster ,1
", you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard . ",0
a fat man 's navel ,0
"approaches his difficult , endless work with remarkable serenity and discipline ",1
a kick ,1
feels more like the pilot episode of a tv series ,0
it should have ditched the artsy pretensions and revelled in the entertaining shallows . ,0
sinister ,0
do a homage ,1
"'ve got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane ",1
is a director to watch ,1
've had the misfortune to watch in quite some time . ,0
of its execution and skill of its cast ,1
makes these lives count ,1
of menacing atmosphere ,1
"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game . ",1
reign of fire is so incredibly inane that it is laughingly enjoyable . ,1
a goofy pleasure ,1
accurately reflects the rage and alienation that fuels the self-destructiveness of many young people ,1
brilliant and brutal ,1
heart-felt drama ,1
"so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon/bourne or his predicament ",0
"its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference ",0
what you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height . ,0
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film . ,1
the biggest problem with roger avary 's uproar against the mpaa ,0
want you to enjoy yourselves without feeling conned ,1
sing beautifully ,1
"o fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing . ",1
sexy slip ,1
unhibited ,1
he 's a slow study : the action is stilted and the tabloid energy embalmed . ,0
the only problem ,0
"is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh ",0
"fast and funny , ",1
"though harris is affecting at times , he can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities . ",0
"kiddie entertainment , sophisticated wit ",1
featuring an oscar-worthy performance ,1
"has a delightfully dour , deadpan tone and stylistic consistency ",1
"ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . ",0
( herzog 's ) personal policy ,1
unrelentingly exploitative ,0
a director enjoying himself immensely ,1
takes no apparent joy ,0
thought-provoking and ,1
"a little uneven to be the cat 's meow , but it 's good enough to be the purr ",1
takes its title all too literally ,0
with miscalculations ,0
you can practically hear george orwell turning over . ,0
", singing , and unforgettable characters ",1
charming than in about a boy ,1
"is a self-aware , often self-mocking , intelligence . ",1
from being a complete waste of time ,0
crossing-over ,1
a visionary with a tale full of nuance and character dimension ,1
"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised ",0
builds gradually until you feel fully embraced by this gentle comedy ,1
it wants to be ,1
stylishly ,1
make gangster no. 1 a worthwhile moviegoing experience ,1
sags ,0
just as endearing and easy ,1
that carries a charge of genuine excitement ,1
fringe feminist conspiracy theorist ,0
the road to perdition leads to a satisfying destination ,1
almost no organic intrigue ,0
feels so distant you might as well be watching it through a telescope ,0
"trashy , kinky fun ",1
air of gentle longing ,1
this rude and crude film does deliver a few gut-busting laughs ,1
"are they like humans , only hairier ",0
more trifle than triumph . ,0
director charles stone iii applies more detail to the film 's music than to the story line ; what 's best about drumline is its energy ,1
turns out to be significantly different ( and better ) than most films with this theme ,1
'd watch these two together again in a new york minute . ,1
-- in the title role -- helps make the film 's conclusion powerful and satisfying ,1
the filmmakers know how to please the eye ,1
want to think too much about what 's going on ,0
one it follows into melodrama and silliness ,0
sentimentalized ,0
the poor and ,0
"is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery ",0
the intensity ,1
magic and is enjoyable family fare ,1
"feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks ",0
is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders ,1
good at being the ultra-violent gangster wannabe ,1
make this delicate coming-of-age tale a treat ,1
interesting storyline ,1
insensitivity ,0
", the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . ",0
"is also a film of freshness , imagination and insight . ",1
live up to material ,1
fanciful direction ,1
"fade amid the deliberate , tiresome ugliness ",0
by french filmmaker karim dridi that celebrates the hardy spirit of cuban music ,1
tug at your heart in ways ,1
that has something a little more special behind it : music that did n't sell many records but helped change a nation ,1
"squandering his opportunity to make absurdist observations , burns gets caught up in the rush of slapstick thoroughfare . ",0
too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises . ,0
shakes you vigorously ,1
matches about it . ,1
dopey dialogue and sometimes inadequate performances ,0
a striking new significance for anyone who sees the film ,1
"her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ",1
people may be wondering what all that jazz was about `` chicago '' in 2002 . ,0
yet depressing film ,0
"can certainly go the distance , ",1
"turns out to be ( assayas ' ) homage to the gallic ` tradition of quality , ' in all its fusty squareness ",1
", first-time director denzel washington and a top-notch cast manage to keep things interesting . ",1
"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should . ",1
